"IEU","LOCALIDAD","SIGLAS","ESTADO_IEU","CARRERA","ESTADO_CARRERA","TITULO"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Administración Mención Contabilidad y Finanzas","1","Técnico Superior en Administración: Contabilidad y Finanzas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Administración y Gestión de Industrias Energéticas","1","Técnico Superior en Administración de Hidrocarburos"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Comercio Exterior (Técnica)","0","Técnico Superior Universitario en Comercio Exterior"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Turismo Mención Hotelería (Técnica)","0","Técnico Superior en Turismo"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Informática (Técnica)","0","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Cabimas","IUTEPAL","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Electrónica Industrial","0","Técnico Superior en Electrónica Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Producción Industrial (Técnica)","1","Técnico Superior en Producción Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Educación Preescolar (Técnica)","0","Técnico Superior en Educación Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Administración Mención Contabilidad y Finanzas","1","Técnico Superior en Administración: Contabilidad y Finanzas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Ampliación Puerto Cabello","IUTEPAL","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Administración Mención Contabilidad y Finanzas","1","Técnico Superior en Administración: Contabilidad y Finanzas"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Informática (Técnica)","0","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Electrónica Industrial","0","Técnico Superior en Electrónica Industrial"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Producción Industrial (Técnica)","1","Técnico Superior en Producción Industrial"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Comercio Exterior (Técnica)","1","Técnico Superior Universitario en Comercio Exterior"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Turismo Mención Hotelería (Técnica)","1","Técnico Superior en Turismo"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Administración y Gestión de Industrias Energéticas","1","Técnico Superior en Administración de Hidrocarburos"
"Instituto Universitario de Tecnología Juan Pablo Perez Alfonzo","Ampliación San Francisco","IUTEPAL","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Electrónica Industrial","0","Técnico Superior en Electrónica Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Producción Industrial (Técnica)","1","Técnico Superior en Producción Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Educación Preescolar (Técnica)","0","Técnico Superior en Educación Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Administración Mención Contabilidad y Finanzas","1","Técnico Superior en Administración: Contabilidad y Finanzas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Administración y Gestión de Industrias Energéticas","1","Técnico Superior en Administración de Hidrocarburos"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Turismo Mención Hotelería (Técnica)","1","Técnico Superior en Turismo"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Comercio Exterior (Técnica)","1","Técnico Superior Universitario en Comercio Exterior"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracaibo","IUTEPAL","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracay","IUTEPAL","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracay","IUTEPAL","1","Electrónica Industrial","0","Técnico Superior en Electrónica Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracay","IUTEPAL","1","Producción Industrial (Técnica)","1","Técnico Superior en Producción Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracay","IUTEPAL","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracay","IUTEPAL","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracay","IUTEPAL","1","Administración Mención Contabilidad y Finanzas","1","Técnico Superior en Administración Mención Contabilidad y Finanzas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracay","IUTEPAL","1","Mercadeo (Técnica)","1","Técnico Superior en Mercadeo"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Maracay","IUTEPAL","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Educación Preescolar (Técnica)","0","Técnico Superior en Educación Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Administración Industrial (Técnica)","1","Técnico Superior en Administración Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Comercio Exterior (Técnica)","0","Técnico Superior Universitario en Comercio Exterior"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Administración de Personal (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Control de Calidad","1","Técnico Superior en Control de Calidad"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Electricidad (Técnica)","0","Técnico Superior Universitario en Electricidad"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Diseño Industrial (Técnica)","0","Técnico Superior en Diseño Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Diseño Gráfico (Técnica)","0","Técnico Superior en Diseño Gráfico"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Secretaría","0","Técnico Superior en Secretaría"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Administración de Empresas (Técnica)","0","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión Puerto La Cruz","IUTEPAL","1","Administración Mención Contabilidad y Finanzas","1","Técnico Superior en Administración Mención Contabilidad y Finanzas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión San Cristóbal","IUTEPAL","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión San Cristóbal","IUTEPAL","1","Electrónica Industrial","0","Técnico Superior en Electrónica Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión San Cristóbal","IUTEPAL","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión San Cristóbal","IUTEPAL","1","Administración Mención Contabilidad y Finanzas","1","Técnico Superior en Administración: Contabilidad y Finanzas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión San Cristóbal","IUTEPAL","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión San Cristóbal","IUTEPAL","1","Electricidad (Técnica)","1","Técnico Superior Universitario en Electricidad"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión San Cristóbal","IUTEPAL","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Extensión San Cristóbal","IUTEPAL","1","Mercadeo (Técnica)","1","Técnico Superior en Mercadeo"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Electrónica Industrial","0","Técnico Superior en Electrónica Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Producción Industrial (Técnica)","1","Técnico Superior en Producción Industrial"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Administración Mención Contabilidad y Finanzas","1","Técnico Superior en Administración: Contabilidad y Finanzas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Educación Preescolar (Técnica)","0","Técnico Superior Universitario en Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Control de Calidad","1","Técnico Superior en Control de Calidad"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Instituto Universitario de Tecnología Juan Pablo Pérez Alfonzo","Valencia","IUTEPAL","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Contaduría (Técnica)","0","Técnico Superior en Contaduría"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Turismo y Hotelería","0","Técnico Superior en Turismo y Hoteleria"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Administración y Planificación de Empresas Agropecuarias","0","Técnico Superior en Admón. y  Planif. de Empresas Agropecuarias"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Administración Tributaria","0","Técnico Superior en Administración Tributaria"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Educación Mención Educación Integral (Técnica)","0","Técnico Superior en Educación Mención Educación Integral"
"Instituto Universitario de Tecnología Los Andes","Rubio","IUTLA","1","Educación Preescolar (Técnica)","0","Técnico Superior Universitario en Preescolar"
"Instituto Universitario de Tecnología Marilis Méndez","Apure","IUTMM","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Marilis Méndez","Apure","IUTMM","1","Construcción Civil (Técnica)","1","Técnico Superior en Construcción Civil"
"Instituto Universitario de Tecnología Marilis Méndez","Apure","IUTMM","1","Contaduría (Técnica)","1","Técnico Superior en Contaduría"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Extensión Carora","IUTEMBI","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Extensión Carora","IUTEMBI","1","Educación Integral (Técnica)","1","Técnico Superior en Educación Integral"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Extensión Carora","IUTEMBI","1","Contaduría (Técnica)","1","Técnico Superior en Contaduría"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Extensión Carora","IUTEMBI","1","Contabilidad Computarizada","1","Técnico Superior en Contabilidad Computarizada"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Extensión Carora","IUTEMBI","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Extensión Carora","IUTEMBI","1","Secretaría","1","Técnico Superior en Secretaría"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Extensión Carora","IUTEMBI","1","Trabajo Social (Técnica)","1","Técnico Superior en Trabajo Social"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Extensión Carora","IUTEMBI","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Educación Integral (Técnica)","1","Técnico Superior en Educación Integral"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Contabilidad Computarizada","1","Técnico Superior en Contabilidad Computarizada"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Turismo Mención Hotelería (Técnica)","1","Técnico Superior en Turismo"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Trabajo Social (Técnica)","1","Técnico Superior en Trabajo Social"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Secretaría","1","Técnico Superior en Secretaría"
"Instituto Universitario de Tecnología Mario Briceño Iragorry","Valera","IUTEMBI","1","Contaduría (Técnica)","1","Técnico Superior Universitario en Contaduría"
"Instituto Universitario de Tecnología para la Informática","Ampliación Guanare","IUTEPI","1","Análisis de Sistemas (Técnica)","1","Analista de Sistemas"
"Instituto Universitario de Tecnología para la Informática","Ampliación Guanare","IUTEPI","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología para la Informática","Ampliación Guanare","IUTEPI","1","Administración Industrial (Técnica)","1","Técnico Superior en Administración Industrial"
"Instituto Universitario de Tecnología para la Informática","Extensión Acarigua","IUTEPI","1","Análisis de Sistemas (Técnica)","1","Analista de Sistemas"
"Instituto Universitario de Tecnología para la Informática","Extensión Acarigua","IUTEPI","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología para la Informática","Extensión Acarigua","IUTEPI","1","Administración Industrial (Técnica)","1","Técnico Superior en Administración Industrial"
"Instituto Universitario de Tecnología para la Informática","Valencia","IUTEPI","1","Análisis de Sistemas (Técnica)","1","Analista de Sistemas"
"Instituto Universitario de Tecnología para la Informática","Valencia","IUTEPI","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología para la Informática","Valencia","IUTEPI","1","Administración Industrial (Técnica)","1","Técnico Superior en Administración Industrial"
"Instituto Universitario de Tecnología Pascal","Cagua","IUTEPAS","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Pascal","Cagua","IUTEPAS","1","Comunicaciones y Electrónica (Técnica)","0","Técnico Superior en Comunicación y Electrónica"
"Instituto Universitario de Tecnología Pascal","Cagua","IUTEPAS","1","Diseño Gráfico (Técnica)","1","Técnico Superior en Diseño Gráfico"
"Instituto Universitario de Tecnología Pascal","Cagua","IUTEPAS","1","Tecnología de Alimentos (Técnica)","1","Técnico Superior en Tecnología de Alimentos"
"Instituto Universitario de Tecnología Pascal","Cagua","IUTEPAS","1","Administración: Contabilidad de Costos","1","Técnico Superior en Administración: Contabilidad de Costos"
"Instituto Universitario de Tecnología Pascal","Cagua","IUTEPAS","1","Administración Bancaria y Financiera (Técnica)","1","Técnico Superior en Administración Bancaria y Financiera"
"Instituto Universitario de Tecnología Pascal","Cagua","IUTEPAS","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario de Tecnología Pascal","Cagua","IUTEPAS","1","Comunicaciones y Electrónica (Técnica)","1","Técnico Superior en Comunicación y Electrónica"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Mantenimiento Industrial","1","Técnico Superior en Mantenimiento Industrial"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Instrumentación","1","Técnico Superior en Instrumentación"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Educación Mención Educación Preescolar (Técnica)","1","Técnico Superior Universitario en Educación Mención Preescolar"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Educación Mención Educación Integral (Técnica)","1","Técnico Superior Universitario en Educación Mención Integral"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Administración (Técnica)","0","Técnico Superior Universitario en Administración"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Administración Aduanera (Técnica)","1","Técnico Superior en Administración Aduanera"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Administración: Contaduría","1","Técnico Superior en Administración: Contaduría"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Costa Oriental del Lago","IUTPEC","1","Relaciones Industriales (Técnica)","1","Técnico Superior en Relaciones Industriales"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Puerto Ordaz","IUTPEC","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Puerto Ordaz","IUTPEC","1","Instrumentación","1","Técnico Superior en Instrumentación"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Puerto Ordaz","IUTPEC","1","Educación Mención Educación Preescolar (Técnica)","1","Técnico Superior Universitario en Educación Mención Preescolar"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Puerto Ordaz","IUTPEC","1","Educación Mención Educación Integral (Técnica)","1","Técnico Superior Universitario en Educación Mención Integral"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Puerto Ordaz","IUTPEC","1","Mantenimiento Industrial","1","Técnico Superior en Mantenimiento Industrial"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Puerto Ordaz","IUTPEC","1","Administración (Técnica)","0","Técnico Superior Universitario en Administración"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Puerto Ordaz","IUTPEC","1","Administración: Contaduría","1","Técnico Superior en Administración: Contaduría"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Extensión Puerto Ordaz","IUTPEC","1","Administración Aduanera (Técnica)","1","Técnico Superior en Administración Aduanera"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Mantenimiento Industrial","1","Técnico Superior en Mantenimiento Industrial"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Instrumentación","1","Técnico Superior en Instrumentación"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Educación Mención Educación Preescolar (Técnica)","1","Técnico Superior Universitario en Educación Mención Preescolar"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Educación Mención Educación Integral (Técnica)","1","Técnico Superior Universitario en Educación Mención Integral"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Administración (Técnica)","0","Técnico Superior Universitario en Administración"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Relaciones Industriales (Técnica)","1","Técnico Superior en Relaciones Industriales"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Administración Aduanera (Técnica)","1","Técnico Superior en Administración Aduanera"
"Instituto Universitario de Tecnología Pedro Emilio Coll","Maracaibo","IUTPEC","1","Administración: Contaduría","1","Técnico Superior en Administración: Contaduría"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Preescolar (Técnica)","1","Técnico Superior Universitario en Preescolar"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Psicopedagogía (Técnica)","1","Técnico Superior en Psicopedagogía"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Contabilidad Computarizada","1","Técnico Superior en Contabilidad Computarizada"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Administración: Sistemas Administrativos y Contables","1","Técnico Superior Universitario en Admón: Sistemas Administrativos y Contables"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Comercio Exterior (Técnica)","1","Técnico Superior Universitario en Comercio Exterior"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Publicidad y Relaciones Públicas (Técnica)","1","Técnico Superior en Publicidad y Relaciones Públicas"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Turismo Mención Hotelería (Técnica)","0","Técnico Superior en Turismo"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Diseño de Modas","1","Técnico Superior en Diseño de Modas"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Diseño Gráfico (Técnica)","1","Técnico Superior en Diseño Gráfico"
"Instituto Universitario de Tecnología READIC","Ampliación Cabimas","UNIR","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología READIC","Maracaibo","UNIR","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario de Tecnología READIC","Maracaibo","UNIR","1","Electrónica","1","Técnico Superior en Electrónica"
"Instituto Universitario de Tecnología READIC","Maracaibo","UNIR","1","Diseño Gráfico (Técnica)","1","Técnico Superior en Diseño Gráfico"
"Instituto Universitario de Tecnología READIC","Maracaibo","UNIR","1","Diseño de Modas","1","Técnico Superior en Diseño de Modas"
"Instituto Universitario de Tecnología READIC","Maracaibo","UNIR","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Instituto Universitario de Tecnología READIC","Maracaibo","UNIR","1","Preescolar (Técnica)","1","Técnico Superior Universitario en Preescolar"
"Instituto Universitario de Tecnología READIC","Maracaibo","UNIR","1","Psicopedagogía (Técnica)","1","Técnico Superior en Psicopedagogía"
"Instituto Universitario de Tecnología READIC","Maracaibo","UNIR","1","Contabilidad Computarizada","1","Técnico Superior en Contabilidad Computarizada"
