"IEU","LOCALIDAD","SIGLAS","ESTADO_IEU","CARRERA","ESTADO_CARRERA","TITULO"
"Academia Militar de Venezuela","Caracas","AMV","0","Ciencias y Artes Militares Opción Terrestre","0","Licenciado en Ciencias y Artes Militares Opción Terrestre"
"Colegio Universitario de Administración y Mercadeo","Ampliación Guacara","CUAM","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario de Administración y Mercadeo","Ampliación Guacara","CUAM","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Colegio Universitario de Administración y Mercadeo","Ampliación Guacara","CUAM","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario de Administración y Mercadeo","Ampliación Guacara","CUAM","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Colegio Universitario de Administración y Mercadeo","Ampliación Guacara","CUAM","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario de Administración y Mercadeo","Ampliación Guacara","CUAM","1","Contaduría (Técnica)","1","Técnico Superior Universitario en Contaduría"
"Colegio Universitario de Administración y Mercadeo","Ampliación Guacara","CUAM","1","Administración de Aduanas","1","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Ampliación Guacara","CUAM","1","Turismo Mención Hotelería (Técnica)","1","Técnico Superior en Turismo"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Contaduría (Técnica)","1","Técnico Superior Universitario en Contaduría"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Administración Aduanera (Técnica)","0","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Administración de Aduanas","1","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Extensión Cagua","CUAM","1","Turismo Mención Hotelería (Técnica)","0","Técnico Superior en Turismo"
"Colegio Universitario de Administración y Mercadeo","Extensión Calabozo","CUAM","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario de Administración y Mercadeo","Extensión Calabozo","CUAM","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Colegio Universitario de Administración y Mercadeo","Extensión Calabozo","CUAM","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Colegio Universitario de Administración y Mercadeo","Extensión Calabozo","CUAM","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario de Administración y Mercadeo","Extensión Calabozo","CUAM","1","Contaduría (Técnica)","1","Técnico Superior Universitario en Contaduría"
"Colegio Universitario de Administración y Mercadeo","Extensión Caracas","CUAM","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario de Administración y Mercadeo","Extensión Caracas","CUAM","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario de Administración y Mercadeo","Extensión Caracas","CUAM","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Colegio Universitario de Administración y Mercadeo","Extensión Caracas","CUAM","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario de Administración y Mercadeo","Extensión Caracas","CUAM","1","Contaduría (Técnica)","1","Técnico Superior Universitario en Contaduría"
"Colegio Universitario de Administración y Mercadeo","Extensión Caracas","CUAM","1","Administración Aduanera (Técnica)","0","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Extensión Caracas","CUAM","1","Administración de Aduanas","1","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Extensión Caracas","CUAM","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Colegio Universitario de Administración y Mercadeo","Extensión Puerto Cabello","CUAM","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario de Administración y Mercadeo","Extensión Puerto Cabello","CUAM","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Colegio Universitario de Administración y Mercadeo","Extensión Puerto Cabello","CUAM","1","Contaduría (Técnica)","1","Técnico Superior Universitario en Contaduría"
"Colegio Universitario de Administración y Mercadeo","Extensión Puerto Cabello","CUAM","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario de Administración y Mercadeo","Extensión Puerto Cabello","CUAM","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Colegio Universitario de Administración y Mercadeo","Extensión Puerto Cabello","CUAM","1","Turismo Mención Hotelería (Técnica)","1","Técnico Superior en Turismo"
"Colegio Universitario de Administración y Mercadeo","Extensión Puerto Cabello","CUAM","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario de Administración y Mercadeo","Extensión Puerto Cabello","CUAM","1","Administración de Aduanas","1","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Administración de Aduanas","1","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Contaduría (Técnica)","1","Técnico Superior Universitario en Contaduría"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Administración Aduanera (Técnica)","0","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Administración de Aduanas","0","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Administración y Mercadeo","Extensión San Felipe","CUAM","1","Turismo Mención Hotelería (Técnica)","1","Técnico Superior en Turismo"
"Colegio Universitario de Administración y Mercadeo","Valencia","CUAM","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario de Administración y Mercadeo","Valencia","CUAM","1","Preescolar (Técnica)","1","Técnico Superior en Preescolar"
"Colegio Universitario de Administración y Mercadeo","Valencia","CUAM","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario de Administración y Mercadeo","Valencia","CUAM","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Colegio Universitario de Administración y Mercadeo","Valencia","CUAM","1","Turismo Mención Hotelería (Técnica)","1","Técnico Superior en Turismo"
"Colegio Universitario de Administración y Mercadeo","Valencia","CUAM","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario de Administración y Mercadeo","Valencia","CUAM","1","Contaduría (Técnica)","1","Técnico Superior Universitario en Contaduría"
"Colegio Universitario de Administración y Mercadeo","Valencia","CUAM","1","Administración de Aduanas","1","Técnico Superior Universitario en Administración de Aduanas"
"Colegio Universitario de Caracas","Caracas","CUC","0","Informática (Técnica)","0","Técnico Superior en Informática"
"Colegio Universitario de Caracas","Caracas","CUC","0","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario de Caracas","Caracas","CUC","0","Administración: Organización y Sistemas (Técnica)","0","Técnico Superior en Administración: Organización y Sistemas"
"Colegio Universitario de Caracas","Caracas","CUC","0","Administración: Contabilidad de Costos","0","Técnico Superior en Administración: Contabilidad de Costos"
"Colegio Universitario de Caracas","Caracas","CUC","0","Administración Mención Presupuesto","0","Técnico Superior en Administración Mención Presupuesto"
"Colegio Universitario de Caracas","Caracas","CUC","0","Administración de Recursos Humanos (Técnica)","0","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario de Caracas","Caracas","CUC","0","Administración: Mercadeo (Técnica)","0","Técnico Superior Universitario en Administración: Mercadeo"
"Colegio Universitario de Caracas","Caracas","CUC","0","Administración Municipal","0","Técnico Superior en Administración Municipal"
"Colegio Universitario de Caracas","Caracas","CUC","0","Turismo Mención Hotelería (Técnica)","0","Técnico Superior en Turismo"
"Colegio Universitario de Caracas","Caracas","CUC","0","Hotelería (Técnica)","0","Técnico Superior en Hotelería"
"Colegio Universitario de Caracas","Caracas","CUC","0","Trabajo Social (Técnica)","1","Técnico Superior en Trabajo Social"
"Colegio Universitario de Caracas","Caracas","CUC","0","PNF en Administración","1","Técnico Superior Universitario en Administración"
"Colegio Universitario de Caracas","Caracas","CUC","0","PNF en Administración","1","Licenciado en Administración"
"Colegio Universitario de Caracas","Caracas","CUC","0","PNF en Informática","1","Técnico Superior en Informática"
"Colegio Universitario de Caracas","Caracas","CUC","0","PNF en Informática","1","Ingeniero en Informática"
"Colegio Universitario de Caracas","Caracas","CUC","0","PNF en Turismo","1","Técnico Superior Universitario en Turismo"
"Colegio Universitario de Caracas","Caracas","CUC","0","PNF en Turismo","1","Licenciado en turismo"
"Colegio Universitario de Caracas","Caracas","CUC","0","PNF en Sistemas e Informática","1","Ingeniero en Sistemas"
"Colegio Universitario de Enfermería Centro Médico de Caracas","Caracas.","CUECMC","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Colegio Universitario de Enfermería de la Alcaldía Metropolitana de Caracas","Caracas","CUEAMC","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Colegio Universitario de Enfermería de la Cruz Roja de Venezuela","Caracas","CUECRV","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Colegio Universitario de Psicopedagogía","Caracas","CUP","1","Psicopedagogía (Técnica)","1","Técnico Superior en Psicopedagogía"
"Colegio Universitario de Psicopedagogía","Extensión Valencia","CUP","1","Psicopedagogía (Técnica)","1","Técnico Superior en Psicopedagogía"
"Colegio Universitario de Psicopedagogía","Extensión Valencia","CUP","1","Informática (Técnica)","0","Técnico Superior en Informática"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","Rehabilitación Mención Fisioterapia","0","Técnico Superior Universitario Rehabilitación: Fisioterapia"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","Rehabilitación Mención Terapia Ocupacional","0","Técnico Superior Universitario en Rehabilitación: Terapia Ocupacional"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","Fisioterapia (Técnica)","0","Técnico Superior en Fisioterapia"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","Terapia Ocupacional (Técnica)","0","Técnico Superior en Terapia Ocupacional"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","PNF en Fisioterapia","1","Técnico Superior en Fisioterapia"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","PNF en Fisioterapia","1","Licenciado en Fisioterapia"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","PNF en Terapia Ocupacional","1","Técnico Superior en Terapia Ocupacional"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","PNF en Terapia Ocupacional","1","Licenciado en Terapia Ocupacional"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","PNF en Órtesis y Prótesis","1","Licenciado en Ortesis y Prótesis"
"Colegio Universitario de Rehabilitación ""May Hamilton""","Caracas","CUR","1","PNF  en Fonoaudiología","1","Licenciado en Fonoaudiología"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Electrónica","1","Técnico Superior en Electrónica"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Mantenimiento Industrial","0","Técnico Superior en Mantenimiento Industrial"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Diseño Gráfico (Técnica)","1","Técnico Superior en Diseño Gráfico"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Contaduría (Técnica)","1","Técnico Superior en Contaduría"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Turismo Mención Hotelería (Técnica)","1","Técnico Superior en Turismo"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Mercadeo (Técnica)","1","Técnico Superior en Mercadeo"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Relaciones Industriales (Técnica)","1","Técnico Superior en Relaciones Industriales"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Mantenimiento Industrial","1","Técnico Superior en Mantenimiento Industrial"
"Colegio Universitario Dr. Rafael Belloso Chacín","Maracaibo","CUNIBE","1","Administración de Recursos Físicos y Financieros","1","Técnico Superior en Administración de Recursos Físicos y Financieros"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Educación Integral (Técnica)","1","Técnico Superior en Educación Integral"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Contabilidad Computarizada","1","Técnico Superior en Contabilidad Computarizada"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Administración de Recursos Físicos y Financieros","1","Técnico Superior en Administración de Recursos Físicos y Financieros"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Organización Empresarial (Técnica)","1","Técnico Superior Universitario en Organización Empresarial"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Promotores de Bienestar Social","0","Técnico Superior en Promotores de Bienestar Social"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Conservación de Granos y Semillas","0","Técnico Superior en Conservación de Granos y Semillas"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Mercadotecnia Mención Investigación de Mercado","0","Técnico Superior en Mercadotecnia Mención Investigación de Mercado"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Mercadotecnia Mención Publicidad","0","Técnico Superior en Mercadeo Mención Publicidad"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Administración Mención Mercadeo Agrícola","0","Técnico Superior en Administración: Mercadeo Agrícola"
"Colegio Universitario Fermín Toro","Barquisimeto","CUFT","1","Informática (Técnica)","0","Técnico Superior en Informática"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Educación Integral (Técnica)","1","Técnico Superior en Educación Integral"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Administración de Recursos Físicos y Financieros","1","Técnico Superior en Administración de Recursos Físicos y Financieros"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Contabilidad Computarizada","1","Técnico Superior en Contabilidad Computarizada"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Conservación de Granos y Semillas","0","Técnico Superior en Conservación de Granos y Semillas"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Mercadotecnia Mención Investigación de Mercado","0","Técnico Superior en Mercadotecnia Mención Investigación de Mercado"
"Colegio Universitario Fermín Toro","Extensión Acarigua","CUFT","1","Mercadotecnia Mención Publicidad","0","Técnico Superior en Mercadeo Mención Publicidad"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Educación Integral (Técnica)","1","Técnico Superior en Educación Integral"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Administración de Recursos Físicos y Financieros","1","Técnico Superior en Administración de Recursos Físicos y Financieros"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Organización Empresarial (Técnica)","1","Técnico Superior Universitario en Organización Empresarial"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Contabilidad Computarizada","1","Técnico Superior en Contabilidad Computarizada"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Mercadotecnia Mención Investigación de Mercado","0","Técnico Superior en Mercadotecnia Mención Investigación de Mercado"
"Colegio Universitario Fermín Toro","Extensión Caracas","CUFT","1","Mercadotecnia Mención Publicidad","0","Técnico Superior en Mercadotecnia Mención Publicidad"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Educación Integral (Técnica)","1","Técnico Superior en Educación Integral"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Administración de Recursos Físicos y Financieros","1","Técnico Superior en Administración de Recursos Físicos y Financieros"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Administración de Recursos Humanos (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Mercadotecnia","1","Técnico Superior en Mercadotecnia"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Organización Empresarial (Técnica)","1","Técnico Superior Universitario en Organización Empresarial"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Contabilidad Computarizada","1","Técnico Superior en Contabilidad Computarizada"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Mercadotecnia Mención Investigación de Mercado","0","Técnico Superior en Mercadotecnia Mención Investigación de Mercado"
"Colegio Universitario Fermín Toro","Extensión Guanare","CUFT","1","Mercadotecnia Mención Publicidad","0","Técnico Superior en Mercadeo Mención Publicidad"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","Informática (Técnica)","0","Técnico Superior en Informática"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","Administración Mención Banca y Finanzas (Técnica)","0","Técnico Superior en Administración Mención Banca y Finanzas"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","Administración Mención Recursos Humanos (Técnica)","0","Técnico Superior en Administración Mención Recursos Humanos"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","Administración Mención Transporte y Distribución de Bienes","0","Técnico Superior en Administración Mención Transporte y Distribución de Bienes"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","Administración y Gestión de Industrias Energéticas","0","Técnico Superior Universitario en Administración y Gestión de Industrias Energéticas"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","Contaduría (Técnica)","0","Técnico Superior Universitario en Contaduría"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Administración","1","Técnico Superior Universitario en Administración"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Administración","1","Licenciado en Administración"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Informática","1","Técnico Superior en Informática"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Informática","1","Ingeniero en Informática"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Contaduría Pública","1","Licenciado en Contaduría Pública"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Contaduría Pública","1","Técnico Superior Universitario en Contaduría"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Sistemas e Informática","1","Ingeniero en Sistemas"
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Distribución y Logística","1",
"Colegio Universitario Francisco de Miranda","Caracas","CUFM","0","PNF en Distribución y Logística","1",
"Colegio Universitario Hotel Escuela de Los Andes Venezolanos","Mérida","CUHELAV","0","Hotelería y Servicios de la Hospitalidad","0","Técnico Superior en Hotelería y Servicios de la Hospitalidad"
"Colegio Universitario Hotel Escuela de Los Andes Venezolanos","Mérida","CUHELAV","0","PNF en Turismo","0",
"Colegio Universitario Hotel Escuela de Los Andes Venezolanos","Mérida","CUHELAV","0","PNF en Turismo","0",
"Colegio Universitario Jean Piaget","Caracas","CUJP","1","Animación Ambiental","1","Técnico Superior en Animación Ambiental"
"Colegio Universitario Jean Piaget","Caracas","CUJP","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Colegio Universitario Jean Piaget","Caracas","CUJP","1","Administración de Salud y Hospitales","0","Técnico Superior en Administración de Salud y Hospitales"
"Colegio Universitario Jean Piaget","Caracas","CUJP","1","Psicopedagogía (Técnica)","1","Técnico Superior en Psicopedagogía"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Diseño de Modas","1","Técnico Superior en Diseño de Modas"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Diseño Ambiental","1","Técnico Superior en Diseño Ambiental"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Diseño Gráfico Publicitario","1","Técnico Superior en Diseño Gráfico Publicitario"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Educación Especial (Técnica)","1","Técnico Superior Universitario en Educación Especial"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Administración (Técnica)","1","Técnico Superior en Administración"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Banca y Finanzas (Técnica)","1","Técnico Superior en Banca y Finanzas"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Secretariado Administrativo (Técnica)","1","Técnico Superior en Secretariado Administrativo"
"Colegio Universitario Monseñor de Talavera","Ampliación Cabimas","CUMT","1","Diseño de Joyas y Fantasías","1","Técnico Superior en Diseño de Joyas y Fantasías"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Diseño de Modas","1","Técnico Superior en Diseño de Modas"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Diseño Ambiental","1","Técnico Superior en Diseño Ambiental"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Diseño Gráfico Publicitario","1","Técnico Superior en Diseño Gráfico Publicitario"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Diseño de Joyas y Fantasías","1","Técnico Superior en Diseño de Joyas y Fantasías"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Educación Especial (Técnica)","1","Técnico Superior Universitario en Educación Especial"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Administración (Técnica)","1","Técnico Superior en Administración"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Banca y Finanzas (Técnica)","1","Técnico Superior en Banca y Finanzas"
"Colegio Universitario Monseñor de Talavera","Caracas","CUMT","1","Secretariado Administrativo (Técnica)","1","Técnico Superior en Secretaría"
"Colegio Universitario Monseñor de Talavera","Extensión Acarigua","CUMT","1","Diseño de Modas","1","Técnico Superior en Diseño de Modas"
"Colegio Universitario Monseñor de Talavera","Extensión Acarigua","CUMT","1","Diseño Ambiental","1","Técnico Superior en Diseño Ambiental"
"Colegio Universitario Monseñor de Talavera","Extensión Acarigua","CUMT","1","Diseño Gráfico Publicitario","1","Técnico Superior en Diseño Gráfico Publicitario"
"Colegio Universitario Monseñor de Talavera","Extensión Acarigua","CUMT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Monseñor de Talavera","Extensión Acarigua","CUMT","1","Educación Especial (Técnica)","1","Técnico Superior Universitario en Educación Especial"
"Colegio Universitario Monseñor de Talavera","Extensión Acarigua","CUMT","1","Administración (Técnica)","1","Técnico Superior en Administración"
"Colegio Universitario Monseñor de Talavera","Extensión Acarigua","CUMT","1","Banca y Finanzas (Técnica)","1","Técnico Superior en Banca y Finanzas"
"Colegio Universitario Monseñor de Talavera","Extensión Acarigua","CUMT","1","Secretariado Administrativo (Técnica)","1","Técnico Superior en Secretariado Administrativo"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Diseño de Modas","1","Técnico Superior en Diseño de Modas"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Diseño Ambiental","1","Técnico Superior en Diseño Ambiental"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Diseño Gráfico Publicitario","1","Técnico Superior en Diseño Gráfico Publicitario"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Educación Especial (Técnica)","1","Técnico Superior Universitario en Educación Especial"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Banca y Finanzas (Técnica)","1","Técnico Superior en Banca y Finanzas"
